27560307373.5247,19685463.1343581,53304047.6349534,73298051564.9244,5032807535.31799,0,62441119.5265567,0,0,566866017.393172,11287407.1336055,0,63795633.9604054,0,0,291971495.570957,12515888.9953441,0,75354181.4130116,823.56250294193,849.261382470028,165356782.467001,2515928.29982638,0,5626387614.27869,33500119.2936205,27290889.3834388,8156532597.75379,282384500.173814,6785889.11504464
22975430342.1202,86301375.4560987,257488647.331925,231846082059.714,8453251215.53268,0,64521457.6594007,0,0,11454281277.8041,73611165.1529357,0,85852619.2204424,0,0,3553422440.35769,189947351.286501,0,758692464.685525,395.863444426633,408.216176528395,2478331822.73809,16102888.8781455,0,13121136233.1934,35666727.4503773,67658265.4799827,89100653389.988,820041626.655383,15750029.6511517
8422152751.40409,152977703.596897,41328565.6900133,23189673703.603,1098578733.76456,0,55239158.7425747,0,0,421684671.809986,6957884.71071375,0,10860692.3246838,0,0,107561380.472381,745535.318760982,0,39455539.2838895,15.6831464247043,16.1725316130176,215098863.123294,2017388.97148396,0,2186858361.52897,6152805.21004373,20430363.9623506,9892592867.36048,125048369.770011,6800556.44345467
16505276372.7923,44024468.8935919,172954818.338348,54863990069.2449,3970027317.35007,0,458923190.293897,0,0,1868400871.93361,55444163.7355059,0,71386113.3564154,0,0,468866990.115408,19305490.0806805,0,76740410.5099619,361.634741401102,372.919382966549,278318345.635188,10004275.3914803,0,5907281763.1369,17726888.0425742,29368449.8778085,13121278723.2929,606706941.450093,326712422.828359
28946219463.189,164974787.260893,79649182.5245875,37512880144.5756,13707510786.267,0,323897117.779103,0,0,540450443.132471,14824073.4080864,0,104403651.005662,0,0,217595081.533951,5369194.51567228,0,191960193.166065,99.1660412608493,102.2604708136,210064964.020896,3662873.97518613,0,10031714686.0107,48754135.6950744,77804254.8364081,9061932843.74101,468745188.809037,335005302.778814
22329717244.3345,249079072.163352,4476845644.94833,46812801400.7197,2220759303.70714,0,183606987.490133,0,0,1820678244.01108,53515940.9840019,0,327408107.101813,0,0,575079409.322004,11708239.6976897,0,80402505.695881,153.965472005533,158.769891952316,465441400.413142,6197177.81355677,0,5761232062.79395,2063586.97885076,261698718.256644,15008145190.5234,469756907.645421,6917225.51070314
172100104516.785,130401106.157041,132527926.199722,167533611397.614,6046283853.97402,0,1131013292.43223,0,0,4817954697.83504,65149624.2721988,0,625020716.15,0,0,760817515.57125,43718531.8151329,0,1406205086.15918,328.112298590011,338.350888136076,1600621243.53565,2560734.88913128,0,45762493160.5229,48396194.9899184,52239154.2785156,36553312140.5276,2827959780.47086,5484626.33065256
16847015150.2448,865460973.660396,784855446.274047,35490403592.7526,3881140018.20859,0,42625429.7101054,0,0,1087965381.04954,39282883.6539625,0,123273168.835666,0,0,376297698.785962,11480138.2712062,0,136808434.554287,134.522049178452,138.71974628506,631621204.411789,7517037.51562713,0,4918096120.90489,16243639.9730157,58411528.377576,18117720414.1358,461574288.825455,2208406.21155509
105249617914.11,210203847.346014,133021567.582061,40844757464.4283,3529208070.66493,0,56158278.9039352,0,0,204558084.314555,12262531.773485,0,128403869.39829,0,0,32297230.1467254,880341.938506023,0,400877368.420256,109.639371496023,113.060616379742,66078100.2829353,673135.199144523,0,19052395296.1232,26969899.3073907,24476312.7009883,4345176381.56694,346488457.744053,742173.104219676
48614422608.6537,18193012.5035694,4258576130.09115,1273293340218.56,4324758375.99792,0,41646287.4940665,0,0,1984491735.19643,2155945.0615045,0,8047062.79462194,0,0,195988119.830677,1538619.08837646,0,14401405.3819433,601938.850932275,620722.068912855,56471675.6720123,354033.918118031,0,745408767.816592,7586132.57946397,33382815.7332899,10185651389.45,33884243.640833,7119802.74745005
