"Quantity","base.from","sector","base.to","demand"
0,2,9,2,2
0,2,10,2,2
0,3,1,2,2
0,3,2,2,2
0,3,3,2,2
0,3,4,2,2
0,3,5,2,2
0,3,6,2,2
0,3,7,2,2
0,3,8,2,2
0,3,9,2,2
0,3,10,2,2
0,4,1,2,2
0,4,2,2,2
0,4,3,2,2
0,4,4,2,2
0,4,5,2,2
0,4,6,2,2
0,4,7,2,2
0,4,8,2,2
0,4,9,2,2
0,4,10,2,2
0,5,1,2,2
0,5,2,2,2
0,5,3,2,2
0,5,4,2,2
0,5,5,2,2
0,5,6,2,2
0,5,7,2,2
0,5,8,2,2
0,5,9,2,2
0,5,10,2,2
0,1,1,2,3
0,1,2,2,3
0,1,3,2,3
0,1,4,2,3
0,1,5,2,3
0,1,6,2,3
0,1,7,2,3
0,1,8,2,3
0,1,9,2,3
0,1,10,2,3
0,2,1,2,3
0,2,2,2,3
0,2,3,2,3
0,2,4,2,3
0,2,5,2,3
0,2,6,2,3
0,2,7,2,3
0,2,8,2,3
0,2,9,2,3
0,2,10,2,3
0,3,1,2,3
0,3,2,2,3
0,3,3,2,3
0,3,4,2,3
0,3,5,2,3
0,3,6,2,3
0,3,7,2,3
0,3,8,2,3
0,3,9,2,3
0,3,10,2,3
0,4,1,2,3
0,4,2,2,3
0,4,3,2,3
0,4,4,2,3
0,4,5,2,3
0,4,6,2,3
0,4,7,2,3
0,4,8,2,3
0,4,9,2,3
0,4,10,2,3
0,5,1,2,3
0,5,2,2,3
0,5,3,2,3
0,5,4,2,3
0,5,5,2,3
0,5,6,2,3
0,5,7,2,3
0,5,8,2,3
0,5,9,2,3
0,5,10,2,3
30997.5062407952,1,1,2,4
528985.525361566,1,2,2,4
13808.2059373736,1,3,2,4
44410.8756372336,1,4,2,4
9865.64573382461,1,5,2,4
32143.1424903114,1,6,2,4
268015.092024407,1,7,2,4
71578.9824618293,1,8,2,4
3203.31560859914,1,9,2,4
127982.773593966,1,10,2,4
5512152.76688444,2,1,2,4
35872945.7503184,2,2,2,4
1706320.64224342,2,3,2,4
3369706.3313356,2,4,2,4
688021.633297865,2,5,2,4
1202751.31847066,2,6,2,4
19319523.8733325,2,7,2,4
21938383.4040588,2,8,2,4
911757.967858064,2,9,2,4
271606648.927835,2,10,2,4
192.629534880812,3,1,2,4
5036.17614432049,3,2,2,4
58.2614859155575,3,3,2,4
122.921524726392,3,4,2,4
128.023281259302,3,5,2,4
113.571944290745,3,6,2,4
1023.55819853518,3,7,2,4
3589.80594206963,3,8,2,4
13.1987141493159,3,9,2,4
706.580543547425,3,10,2,4
2906.53265474117,4,1,2,4
20076.7410810214,4,2,2,4
271.179316018771,4,3,2,4
1578.9000281153,4,4,2,4
278.538656043996,4,5,2,4
1404.47055034663,4,6,2,4
4959.05426457195,4,7,2,4
338.608725745436,4,8,2,4
150.393355014986,4,9,2,4
562.59688611219,4,10,2,4
69516.0962987548,5,1,2,4
1572633.4288686,5,2,2,4
174029.662725499,5,3,2,4
137900.160517455,5,4,2,4
93458.4178645518,5,5,2,4
209441.840115165,5,6,2,4
649048.313955546,5,7,2,4
189189.260891414,5,8,2,4
11433.436122755,5,9,2,4
187279.553687733,5,10,2,4
617.220758223118,1,1,2,5
3399.5359400121,1,2,2,5
227.838267304464,1,3,2,5
1317.87770893069,1,4,2,5
270.605859306406,1,5,2,5
944.796546127894,1,6,2,5
3624.16910074208,1,7,2,5
2584.48374286004,1,8,2,5
192.027411493276,1,9,2,5
139.040049295165,1,10,2,5
828260.093614076,2,1,2,5
607054.021379322,2,2,2,5
104816.327834735,2,3,2,5
209609.162261881,2,4,2,5
90082.8885638981,2,5,2,5
36810.7911801442,2,6,2,5
599634.478698692,2,7,2,5
2304528.08320725,2,8,2,5
64637.0052232461,2,9,2,5
0,2,10,2,5
6.18125172990404,3,1,2,5
30.331467427822,3,2,2,5
0.936161943664065,3,3,2,5
3.81440122535424,3,4,2,5
3.67697887635719,3,5,2,5
3.42347192383537,3,6,2,5
14.8218180060053,3,7,2,5
132.396742985073,3,8,2,5
0.908441641106929,3,9,2,5
0,3,10,2,5
41.1004575328725,4,1,2,5
144.598785438297,4,2,2,5
4.16138757479013,4,3,2,5
47.1978274679323,4,4,2,5
6.79374333854316,4,5,2,5
40.6098141202982,4,6,2,5
64.3601816908218,4,7,2,5
9.40718251067314,4,8,2,5
6.36863412962909,4,9,2,5
0,4,10,2,5
1932.63666702863,5,1,2,5
9739.53197514132,5,2,2,5
2826.11741952456,5,3,2,5
4326.47080316291,5,4,2,5
2677.40386571615,5,5,2,5
6388.8794395376,5,6,2,5
8909.92986145593,5,7,2,5
6543.77292449454,5,8,2,5
672.94412476545,5,9,2,5
32.9243051427768,5,10,2,5
0,1,1,2,6
0,1,2,2,6
0,1,3,2,6
0,1,4,2,6
0,1,5,2,6
0,1,6,2,6
0,1,7,2,6
0,1,8,2,6
0,1,9,2,6
0,1,10,2,6
0,2,1,2,6
0,2,2,2,6
0,2,3,2,6
0,2,4,2,6
0,2,5,2,6
0,2,6,2,6
0,2,7,2,6
0,2,8,2,6
0,2,9,2,6
0,2,10,2,6
0,3,1,2,6
0,3,2,2,6
0,3,3,2,6
0,3,4,2,6
0,3,5,2,6
0,3,6,2,6
0,3,7,2,6
0,3,8,2,6
0,3,9,2,6
0,3,10,2,6
0,4,1,2,6
0,4,2,2,6
0,4,3,2,6
0,4,4,2,6
0,4,5,2,6
0,4,6,2,6
0,4,7,2,6
0,4,8,2,6
0,4,9,2,6
0,4,10,2,6
0,5,1,2,6
0,5,2,2,6
0,5,3,2,6
0,5,4,2,6
0,5,5,2,6
0,5,6,2,6
0,5,7,2,6
0,5,8,2,6
0,5,9,2,6
0,5,10,2,6
3488.48846314168,1,1,3,1
3964.87494767535,1,2,3,1
355.637010939925,1,3,3,1
1696.80920733903,1,4,3,1
1905.83511814654,1,5,3,1
5780.22254820367,1,6,3,1
34768.8999299591,1,7,3,1
8110.33893522433,1,8,3,1
2010.76442628183,1,9,3,1
518.966845502426,1,10,3,1
14616.0079602743,2,1,3,1
4579.45667279437,2,2,3,1
6220.66596192835,2,3,3,1
3044.87952522195,2,4,3,1
33418.7352619581,2,5,3,1
59868.7180109287,2,6,3,1
13238.9138672789,2,7,3,1
15756.0586247469,2,8,3,1
14472.3052682567,2,9,3,1
0,2,10,3,1
131767.540598758,3,1,3,1
55221.4657455433,3,2,3,1
44693.106696152,3,3,3,1
16070.7502628431,3,4,3,1
82128.4323419151,3,5,3,1
135076.215820321,3,6,3,1
702925.214144635,3,7,3,1
359562.590432891,3,8,3,1
190877.644715387,3,9,3,1
0,3,10,3,1
101.838509929875,4,1,3,1
170.414888187158,4,2,3,1
1.59114178531845,4,3,3,1
62.507949243689,4,4,3,1
47.1180105400555,4,5,3,1
253.014985767441,4,6,3,1
910.84938530622,4,7,3,1
25.1635370249016,4,8,3,1
61.0445468574562,4,9,3,1
0,4,10,3,1
10953.1003745012,5,1,3,1
7089.53207405236,5,2,3,1
1994.41026617087,5,3,3,1
3390.3742643176,5,4,3,1
9135.39478763942,5,5,3,1
16366.6100880376,5,6,3,1
192572.604062252,5,7,3,1
51790.1601424555,5,8,3,1
5979.8351154439,5,9,3,1
80.8769085202708,5,10,3,1
0,1,1,3,2
0,1,2,3,2
0,1,3,3,2
0,1,4,3,2
0,1,5,3,2
0,1,6,3,2
0,1,7,3,2
0,1,8,3,2
0,1,9,3,2
0,1,10,3,2
0,2,1,3,2
0,2,2,3,2
0,2,3,3,2
0,2,4,3,2
0,2,5,3,2
0,2,6,3,2
0,2,7,3,2
0,2,8,3,2
0,2,9,3,2
0,2,10,3,2
0,3,1,3,2
0,3,2,3,2
0,3,3,3,2
0,3,4,3,2
0,3,5,3,2
0,3,6,3,2
0,3,7,3,2
0,3,8,3,2
0,3,9,3,2
0,3,10,3,2
0,4,1,3,2
0,4,2,3,2
0,4,3,3,2
0,4,4,3,2
0,4,5,3,2
0,4,6,3,2
0,4,7,3,2
0,4,8,3,2
0,4,9,3,2
0,4,10,3,2
0,5,1,3,2
0,5,2,3,2
0,5,3,3,2
0,5,4,3,2
0,5,5,3,2
0,5,6,3,2
0,5,7,3,2
0,5,8,3,2
0,5,9,3,2
0,5,10,3,2
0,1,1,3,3
0,1,2,3,3
0,1,3,3,3
0,1,4,3,3
0,1,5,3,3
0,1,6,3,3
0,1,7,3,3
0,1,8,3,3
0,1,9,3,3
0,1,10,3,3
0,2,1,3,3
0,2,2,3,3
0,2,3,3,3
0,2,4,3,3
0,2,5,3,3
0,2,6,3,3
0,2,7,3,3
0,2,8,3,3
0,2,9,3,3
0,2,10,3,3
0,3,1,3,3
0,3,2,3,3
0,3,3,3,3
0,3,4,3,3
0,3,5,3,3
0,3,6,3,3
0,3,7,3,3
0,3,8,3,3
0,3,9,3,3
0,3,10,3,3
0,4,1,3,3
0,4,2,3,3
0,4,3,3,3
0,4,4,3,3
0,4,5,3,3
0,4,6,3,3
0,4,7,3,3
0,4,8,3,3
0,4,9,3,3
0,4,10,3,3
0,5,1,3,3
0,5,2,3,3
0,5,3,3,3
0,5,4,3,3
0,5,5,3,3
0,5,6,3,3
0,5,7,3,3
0,5,8,3,3
0,5,9,3,3
0,5,10,3,3
15965.6567485113,1,1,3,4
164105.367316818,1,2,3,4
3522.1334607583,1,3,3,4
11144.7141249029,1,4,3,4
3972.08664571389,1,5,3,4
10152.7326192232,1,6,3,4
42323.05806886,1,7,3,4
24757.2274366335,1,8,3,4
505.764520577115,1,9,3,4
12639.560408607,1,10,3,4
46051.9159560048,2,1,3,4
307231.872891911,2,2,3,4
67797.102525238,2,3,3,4
21807.6301684832,2,4,3,4
64002.45327334,2,5,3,4
99217.2535041888,2,6,3,4
13907.7359205006,2,7,3,4
48321.1367735478,2,8,3,4
2262.50037965559,2,9,3,4
3783.55756217904,2,10,3,4
788390.455674581,3,1,3,4
1513694.0642639,3,2,3,4
237256.607936602,3,3,3,4
61388.4305386297,3,4,3,4
158354.104064229,3,5,3,4
44465.5219179365,3,6,3,4
771567.274624906,3,7,3,4
274623.080404344,3,8,3,4
66641.7962440546,3,9,3,4
9136914.13035184,3,10,3,4
673.137343590667,4,1,3,4
4506.20962688565,4,2,3,4
21.9805247430427,4,3,3,4
338.881947364205,4,4,3,4
107.405698658461,4,5,3,4
445.773123077488,4,6,3,4
1104.31082888189,4,7,3,4
88.0341608345811,4,8,3,4
26.8875692381901,4,9,3,4
182.572539702685,4,10,3,4
38957.2276902875,5,1,3,4
377272.11011144,5,2,3,4
19766.235843317,5,3,3,4
23041.8407105272,5,4,3,4
18328.5408830383,5,5,3,4
27365.8228607013,5,6,3,4
206568.374607158,5,7,3,4
160115.779594347,5,8,3,4
1459.56064061856,5,9,3,4
16209.7957952771,5,10,3,4
684.396903921642,1,1,3,5
8772.21337370463,1,2,3,5
24.4128039343955,1,3,3,5
458.881031350436,1,4,3,5
98.0118929324904,1,5,3,5
206.702979041732,1,6,3,5
2431.99180201299,1,7,3,5
755.29665767612,1,8,3,5
13.7858793602327,1,9,3,5
99.2277946753693,1,10,3,5
1658.22253998973,2,1,3,5
16540.9747789784,2,2,3,5
270.774767464413,2,3,3,5
890.94810116385,2,4,3,5
1464.55784774442,2,5,3,5
1823.64376131971,2,6,3,5
818.300072327292,2,7,3,5
1459.94197313704,2,8,3,5
35.8884716690678,2,9,3,5
0,2,10,3,5
46212.7470445591,3,1,3,5
42150.6048412585,3,2,3,5
2188.44010173319,3,3,3,5
9101.62662958373,3,4,3,5
3818.32256611904,3,5,3,5
4320.26984892108,3,6,3,5
69335.8817777567,3,7,3,5
33319.9931478365,3,8,3,5
1057.61241101304,3,9,3,5
0,3,10,3,5
32.4252292329695,4,1,3,5
237.087434074898,4,2,3,5
0.729428367451466,4,3,3,5
13.4021065118219,4,4,3,5
2.99712658548952,4,5,3,5
9.14511962236394,4,6,3,5
63.6917454022206,4,7,3,5
3.15066227875825,4,8,3,5
0.940740139461585,4,9,3,5
0,4,10,3,5
1552.78856252686,5,1,3,5
20250.748748652,5,2,3,5
92.3634791678608,5,3,3,5
940.931514584899,5,4,3,5
421.868831496136,5,5,3,5
512.221242706806,5,6,3,5
12086.0061398659,5,7,3,5
4915.19778555728,5,8,3,5
36.3805017294037,5,9,3,5
23.8257089094501,5,10,3,5
0,1,1,3,6
0,1,2,3,6
0,1,3,3,6
0,1,4,3,6
0,1,5,3,6
0,1,6,3,6
0,1,7,3,6
0,1,8,3,6
0,1,9,3,6
0,1,10,3,6
0,2,1,3,6
0,2,2,3,6
0,2,3,3,6
0,2,4,3,6
0,2,5,3,6
0,2,6,3,6
0,2,7,3,6
0,2,8,3,6
0,2,9,3,6
0,2,10,3,6
0,3,1,3,6
0,3,2,3,6
0,3,3,3,6
0,3,4,3,6
0,3,5,3,6
0,3,6,3,6
0,3,7,3,6
0,3,8,3,6
0,3,9,3,6
0,3,10,3,6
0,4,1,3,6
0,4,2,3,6
0,4,3,3,6
0,4,4,3,6
0,4,5,3,6
0,4,6,3,6
0,4,7,3,6
0,4,8,3,6
0,4,9,3,6
0,4,10,3,6
0,5,1,3,6
0,5,2,3,6
0,5,3,3,6
0,5,4,3,6
0,5,5,3,6
0,5,6,3,6
0,5,7,3,6
0,5,8,3,6
0,5,9,3,6
0,5,10,3,6
4120.53578261997,1,1,4,1
35038.1942162742,1,2,4,1
1291.98486030713,1,3,4,1
1824.07794745948,1,4,4,1
3504.13490235355,1,5,4,1
1419.46508432329,1,6,4,1
78224.9334435409,1,7,4,1
9000.84571454367,1,8,4,1
6277.6141832659,1,9,4,1
928.767689853712,1,10,4,1
32524.7590120784,2,1,4,1
88716.6302950763,2,2,4,1
22173.7522435725,2,3,4,1
2606.65127033455,2,4,4,1
90022.5690479284,2,5,4,1
5142.5318713833,2,6,4,1
33597.4437908026,2,7,4,1
25459.240139078,2,8,4,1
66875.9307657232,2,9,4,1
0,2,10,4,1
67.6434184974443,3,1,4,1
724.463045677987,3,2,4,1
0.466857870715399,3,3,4,1
25.3549568361462,3,4,4,1
9.24616020283307,3,5,4,1
4.08851235041139,3,6,4,1
365.019640026937,3,7,4,1
2869.68845361275,3,8,4,1
34.9185993736908,3,9,4,1
0,3,10,4,1
90379.0579611427,4,1,4,1
145000.761268402,4,2,4,1
8885.31304332995,4,3,4,1
51112.5774367151,4,4,4,1
27687.8867899952,4,5,4,1
8701.83765587609,4,6,4,1
674867.206275149,4,7,4,1
23336.2974116595,4,8,4,1
82714.9636730436,4,9,4,1
0,4,10,4,1
17849.2810876799,5,1,4,1
120181.821632391,5,2,4,1
4327.01326056054,5,3,4,1
4380.41466383268,5,4,4,1
20079.4861201648,5,5,4,1
4445.09187255812,5,6,4,1
432083.874665015,5,7,4,1
43511.6635739813,5,8,4,1
18770.7129028438,5,9,4,1
218.196700706981,5,10,4,1
0.0450342462616191,1,1,4,2
0.0182819006310981,1,2,4,2
0.000513549887048973,1,3,4,2
0.00859586171668097,1,4,4,2
0.00181022523773853,1,5,4,2
0.0027181816015767,1,6,4,2
0.0182523608909102,1,7,4,2
0.00885042076392622,1,8,4,2
0.00171691825921749,1,9,4,2
38.8199166113695,1,10,4,2
0,2,1,4,2
0,2,2,4,2
0,2,3,4,2
0,2,4,4,2
0,2,5,4,2
0,2,6,4,2
0,2,7,4,2
0,2,8,4,2
0,2,9,4,2
14.6643112223573,2,10,4,2
5.06368908070609e-05,3,1,4,2
8.555347301488e-05,3,2,4,2
1.45464137487642e-05,3,3,4,2
1.07429743804775e-05,3,4,4,2
6.42012707552068e-07,3,5,4,2
1.14032560616019e-05,3,6,4,2
2.60441775193318e-05,3,7,4,2
0.000147603907234004,3,8,4,2
9.77970117973066e-06,3,9,4,2
0.72819165216831,3,10,4,2
85.6178334380825,4,1,4,2
10.1178837928221,4,2,4,2
0.784183655114415,4,3,4,2
3.11298099113109,4,4,4,2
1.75398138783686,4,5,4,2
2.04312836244804,4,6,4,2
9.89906762800519e-05,4,7,4,2
11.1044276629028,4,8,4,2
0.10613612522671,4,9,4,2
63128.7930857078,4,10,4,2
0.016938971307738,5,1,4,2
0.012350606017577,5,2,4,2
0.00393197942979983,5,3,4,2
0.00424105129556963,5,4,4,2
0.00217826437537248,5,5,4,2
0.00286887964556818,5,6,4,2
0.0113045704322215,5,7,4,2
0.0158204837842466,5,8,4,2
0.002697741968506,5,9,4,2
60.5902410064966,5,10,4,2
0.0464395186789303,1,1,4,3
0.0188523787188995,1,2,4,3
0.000529574969094107,1,3,4,3
0.00886409152790728,1,4,4,3
0.00186671246261483,1,5,4,3
0.00280300117661184,1,6,4,3
0.0188219172050494,1,7,4,3
0.00912659397017669,1,8,4,3
0.00177049388383081,1,9,4,3
40.0312738025027,1,10,4,3
0,2,1,4,3
0,2,2,4,3
0,2,3,4,3
0,2,4,4,3
0,2,5,4,3
0,2,6,4,3
0,2,7,4,3
0,2,8,4,3
0,2,9,4,3
15.1219131939443,2,10,4,3
5.22169927042276e-05,3,1,4,3
