"Quantity","base.from","sector","base.to","demand"
8.8223131496383e-05,3,2,4,3
1.50003281893046e-05,3,3,4,3
1.10782041690616e-05,3,4,4,3
6.6204643160265e-07,3,5,4,3
1.17590896495185e-05,3,6,4,3
2.68568746192633e-05,3,7,4,3
0.000152209822212835,3,8,4,3
1.00848724519301e-05,3,9,4,3
0.750914552266507,3,10,4,3
115.422486305966,4,1,4,3
13.6400473666146,4,2,4,3
1.05716792354088,4,3,4,3
4.19664912543493,4,4,4,3
2.36456453742114,4,5,4,3
2.75436723829895,4,6,4,3
0.000133450585217338,4,7,4,3
14.970019660494,4,8,4,3
0.143083455497711,4,9,4,3
85104.7259998324,4,10,4,3
0.0174673885257822,5,1,4,3
0.0127358875529432,5,2,4,3
0.00405463892274984,5,3,4,3
0.00437335239499735,5,4,4,3
0.00224621610517283,5,5,4,3
0.00295837536367724,5,6,4,3
0.0116572205164832,5,7,4,3
0.0163140093872782,5,8,4,3
0.00278189898607813,5,9,4,3
62.4803750655028,5,10,4,3
9042.08003162691,1,1,4,4
114455.165669088,1,2,4,4
7043.48437934149,1,3,4,4
6615.47616533339,1,4,4,4
3834.62821143584,1,5,4,4
8217.12968976338,1,6,4,4
89039.9924422692,1,7,4,4
41555.3692246135,1,8,4,4
1034.76237926347,1,9,4,4
3641.940933197,1,10,4,4
65018.0899731739,2,1,4,4
296759.462400218,2,2,4,4
124585.222671934,2,3,4,4
10213.7242366536,2,4,4,4
89229.7982666123,2,5,4,4
32106.5151529053,2,6,4,4
36846.1594692886,2,7,4,4
120829.810198223,2,8,4,4
9268.96934866259,2,9,4,4
746.857868618329,2,10,4,4
165.988866454492,3,1,4,4
2419.19486013669,3,2,4,4
2.32482664346515,3,3,4,4
98.5120023541092,3,4,4,4
11.6996871033331,3,5,4,4
23.9614232843359,3,6,4,4
518.004169099061,3,7,4,4
13615.5975261391,3,8,4,4
5.0313908212168,3,9,4,4
37.0872459850626,3,10,4,4
273022.067585075,4,1,4,4
464296.411501857,4,2,4,4
38133.1498076031,4,3,4,4
76281.3992602102,4,4,4,4
25892.5405350435,4,5,4,4
43890.7919244502,4,6,4,4
297505.810666057,4,7,4,4
105315.888617677,4,8,4,4
30186.8830457174,4,9,4,4
3462834.87279962,4,10,4,4
35360.758106298,5,1,4,4
398842.505434108,5,2,4,4
22148.5044140438,5,3,4,4
15670.7092122644,5,4,4,4
20886.90006034,5,5,4,4
26136.2473772845,5,6,4,4
477143.148898982,5,7,4,4
200071.488174822,5,8,4,4
3219.61678983741,5,9,4,4
3629.58205943604,5,10,4,4
137.576606786027,1,1,4,5
743.669107336409,1,2,4,5
66.0600781490801,1,3,4,5
237.796201514219,1,4,4,5
66.8638863489186,1,5,4,5
109.408002294852,1,6,4,5
142.44957456097,1,7,4,5
494.557920562627,1,8,4,5
10.5410866421754,1,9,4,5
22.832165024159,1,10,4,5
1783.6073683906,2,1,4,5
1876.71029809036,2,2,4,5
1136.80098617718,2,3,4,5
463.984052683667,2,4,4,5
1634.57271204188,2,5,4,5
432.068967494602,2,6,4,5
42.686428111526,2,7,4,5
1437.58827846194,2,8,4,5
96.0275621161438,2,9,4,5
0,2,10,4,5
3.21023088434206,3,1,4,5
15.3830089300467,3,2,4,5
0.0206810741931286,3,3,4,5
4.34781489703629,3,4,4,5
0.218317526852439,3,5,4,5
0.31950979427997,3,6,4,5
2.33828144311496,3,7,4,5
161.934383911025,3,8,4,5
0.0513799427854846,3,9,4,5
0,3,10,4,5
11080.6796523954,4,1,4,5
12252.7182123399,4,2,4,5
92.918969654075,4,3,4,5
3146.96849986174,4,4,4,5
192.030943002371,4,5,4,5
538.644182500287,4,6,4,5
2727.28654495118,4,7,4,5
5555.41536012712,4,8,4,5
511.292443819991,4,9,4,5
0,4,10,4,5
717.790743515062,5,1,4,5
2544.67765545086,5,2,4,5
205.663848723407,5,3,4,5
638.303396755307,5,4,4,5
373.086583378662,5,5,4,5
351.173523373693,5,6,4,5
599.915281765725,5,7,4,5
2356.23527696994,5,8,4,5
32.6447334934065,5,9,4,5
4.79959457805269,5,10,4,5
0,1,1,4,6
0,1,2,4,6
0,1,3,4,6
0,1,4,4,6
0,1,5,4,6
0,1,6,4,6
0,1,7,4,6
0,1,8,4,6
0,1,9,4,6
0,1,10,4,6
0,2,1,4,6
0,2,2,4,6
0,2,3,4,6
0,2,4,4,6
0,2,5,4,6
0,2,6,4,6
0,2,7,4,6
0,2,8,4,6
0,2,9,4,6
0,2,10,4,6
0,3,1,4,6
0,3,2,4,6
0,3,3,4,6
0,3,4,4,6
0,3,5,4,6
0,3,6,4,6
0,3,7,4,6
0,3,8,4,6
0,3,9,4,6
0,3,10,4,6
0,4,1,4,6
0,4,2,4,6
0,4,3,4,6
0,4,4,4,6
0,4,5,4,6
0,4,6,4,6
0,4,7,4,6
0,4,8,4,6
0,4,9,4,6
0,4,10,4,6
0,5,1,4,6
0,5,2,4,6
0,5,3,4,6
0,5,4,4,6
0,5,5,4,6
0,5,6,4,6
0,5,7,4,6
0,5,8,4,6
0,5,9,4,6
0,5,10,4,6
307663.503959476,1,1,5,1
605964.789524283,1,2,5,1
71609.4101363642,1,3,5,1
140412.884449827,1,4,5,1
183123.808024575,1,5,5,1
101711.603202421,1,6,5,1
2545694.09322075,1,7,5,1
323569.409574634,1,8,5,1
298354.550189389,1,9,5,1
48072.5013233603,1,10,5,1
1679356.24120809,2,1,5,1
1288710.72633445,2,2,5,1
849313.45624119,2,3,5,1
306076.475207181,2,4,5,1
1542919.29285775,2,5,5,1
556936.854116804,2,6,5,1
1133228.29397887,2,7,5,1
631889.0949316,2,8,5,1
1627519.81005666,2,9,5,1
6615.26326449147,2,10,5,1
12740.6380099599,3,1,5,1
22282.5899857927,3,2,5,1
920.404078920317,3,3,5,1
4729.28897605803,3,4,5,1
8587.92299612218,3,5,5,1
1014.481837325,3,6,5,1
82775.6123461997,3,7,5,1
41908.8062226359,3,8,5,1
7270.45951914389,3,9,5,1
29.7553096599726,3,10,5,1
20792.593803796,4,1,5,1
32296.4059628444,4,2,5,1
1377.38591750837,4,3,5,1
6361.4518978342,4,4,5,1
3179.7486333017,4,5,5,1
8159.6502147801,4,6,5,1
133390.72908557,4,7,5,1
6517.93398849743,4,8,5,1
21016.2032710086,4,9,5,1
32.2322944934122,4,10,5,1
7764382.46601185,5,1,5,1
6799053.87855364,5,2,5,1
802022.38047715,5,3,5,1
1465567.5211674,5,4,5,1
2005123.55826566,5,5,5,1
978073.620116761,5,6,5,1
28626975.0692976,5,7,5,1
4494080.58276659,5,8,5,1
4053202.59957187,5,9,5,1
1545238.10080559,5,10,5,1
1831.86171865926,1,1,5,2
1647.17297407618,1,2,5,2
201.475669172799,1,3,5,2
421.358516857885,1,4,5,2
889.981749369239,1,5,5,2
36.4315718719312,1,6,5,2
2692.20270163242,1,7,5,2
1068.69505316715,1,8,5,2
422.340186178428,1,9,5,2
489.240781985542,1,10,5,2
17673.0978553895,2,1,5,2
7155.12692601695,2,2,5,2
5774.4026830738,2,3,5,2
2625.45308372686,2,4,5,2
17195.5410942581,2,5,5,2
39.4854769459153,2,6,5,2
3239.22219461526,2,7,5,2
8235.73758654543,2,8,5,2
2083.42586355308,2,9,5,2
401.985217405224,2,10,5,2
29.0576337678107,3,1,5,2
18.6700862155969,3,2,5,2
0.670123270561183,3,3,5,2
3.32128588127924,3,4,5,2
3.87268970056083,3,5,5,2
0.0567851218229343,3,6,5,2
28.5276398417256,3,7,5,2
96.1078886317106,3,8,5,2
1.64908918041602,3,9,5,2
1.23833276502662,3,10,5,2
312.962323362716,4,1,5,2
322.672911086542,4,2,5,2
46.1615885225975,4,3,5,2
76.1515195547289,4,4,5,2
74.0726774895448,4,5,5,2
3.76640043642609,4,6,5,2
275.761967228576,4,7,5,2
54.8407146364582,4,8,5,2
73.8998955444682,4,9,5,2
1.24635573478871,4,10,5,2
21319.4154085251,5,1,5,2
20696.2184721628,5,2,5,2
2743.76142065452,5,3,5,2
8672.56387965962,5,4,5,2
17343.9835557927,5,5,5,2
225.016258026578,5,6,5,2
106130.50031348,5,7,5,2
11112.1171390272,5,8,5,2
5226.85737033973,5,9,5,2
228438.217233061,5,10,5,2
1492.32708968909,1,1,5,3
3124.61709660777,1,2,5,3
668.999116701953,1,3,5,3
698.072129366907,1,4,5,3
1420.27677940504,1,5,5,3
4620.15692125993,1,6,5,3
2905.98036289649,1,7,5,3
3842.98787271502,1,8,5,3
383.291399989173,1,9,5,3
2152.90659676133,1,10,5,3
22002.0853619277,2,1,5,3
10091.7669632116,2,2,5,3
12273.5127190939,2,3,5,3
3483.50882382668,2,4,5,3
23378.2982128108,2,5,5,3
22281.8364746845,2,6,5,3
3755.66095768205,2,7,5,3
14996.9750072674,2,8,5,3
2547.09854136757,2,9,5,3
1978.85523263872,2,10,5,3
41.1970755993216,3,1,5,3
27.0786985809616,3,2,5,3
2.59477994708661,3,3,5,3
3.26847027366879,3,4,5,3
5.44878746967149,3,5,5,3
19.8552352266649,3,6,5,3
31.2161499045373,3,7,5,3
193.612623648963,3,8,5,3
1.41829710138112,3,9,5,3
7.55167062653244,3,10,5,3
482.534205903931,4,1,5,3
484.094207755383,4,2,5,3
78.3572553183712,4,3,5,3
115.001810022471,4,4,5,3
100.974557211912,4,5,5,3
147.868524128171,4,6,5,3
447.600307554332,4,7,5,3
94.5512651009898,4,8,5,3
96.784894577923,4,9,5,3
7.34893676684942,4,10,5,3
56673.3110509862,5,1,5,3
31194.5964680697,5,2,5,3
6122.22134291088,5,3,5,3
10653.1920936549,5,4,5,3
22405.8920920939,5,5,5,3
30355.6838917559,5,6,5,3
135503.392583782,5,7,5,3
40580.5858403059,5,8,5,3
13503.2926403424,5,9,5,3
277449.245911357,5,10,5,3
446017.510918741,1,1,5,4
4114876.76969266,1,2,5,4
323936.269679395,1,3,5,4
311885.680602672,1,4,5,4
165420.937730909,1,5,5,4
264961.121472784,1,6,5,4
2033402.12425463,1,7,5,4
1191993.80270786,1,8,5,4
68044.1028367575,1,9,5,4
656887.550884162,1,10,5,4
1974826.92830065,2,1,5,4
9482268.53179403,2,2,5,4
2948653.95375258,2,3,5,4
582645.4011723,2,4,5,4
1475304.45233134,2,5,5,4
1517577.23302532,2,6,5,4
1213904.16475853,2,7,5,4
2374524.56943729,2,8,5,4
310856.667566594,2,9,5,4
567790.931339922,2,10,5,4
16370.1045304276,3,1,5,4
139301.706898696,3,2,5,4
2840.48457609983,3,3,5,4
8047.89354590246,3,4,5,4
7515.07210409357,3,5,5,4
2541.00437469476,3,6,5,4
64101.3465769664,3,7,5,4
124377.622569358,3,8,5,4
1940.14767807792,3,9,5,4
2787.41906356474,3,10,5,4
41038.2180639173,4,1,5,4
195428.95918788,4,2,5,4
5673.06155417793,4,3,5,4
14066.1022876674,4,4,5,4
3783.2295986018,4,5,5,4
19523.6496542854,4,6,5,4
170308.050068826,4,7,5,4
21687.0950369065,4,8,5,4
4875.95849850537,4,9,5,4
2772.75813110883,4,10,5,4
7667999.57118529,5,1,5,4
45895853.250427,5,2,5,4
3038183.59954783,5,3,5,4
3259322.03197922,5,4,5,4
2302993.57830561,5,5,5,4
3201687.09261223,5,6,5,4
31785566.6992432,5,7,5,4
18223803.7930426,5,8,5,4
2090836.79195468,5,9,5,4
212684608.934653,5,10,5,4
15441.418320849,1,1,5,5
37871.4421423579,1,2,5,5
4094.75078737322,1,3,5,5
14421.0950282322,1,4,5,5
8556.70308163883,1,5,5,5
8293.31776107219,1,6,5,5
157314.866647625,1,7,5,5
30367.7106828495,1,8,5,5
5425.9008565226,1,9,5,5
2185.24441567315,1,10,5,5
78999.5079660083,2,1,5,5
65915.8324104468,2,2,5,5
23250.6057214704,2,3,5,5
14834.5858413352,2,4,5,5
34347.4650258796,2,5,5,5
24680.1897144534,2,6,5,5
55282.779935676,2,7,5,5
43963.3343373971,2,8,5,5
14874.8996482467,2,9,5,5
247.864774319865,2,10,5,5
127.578648310391,3,1,5,5
391.93126125424,3,2,5,5
5.74802145583663,3,3,5,5
53.7713903333971,3,4,5,5
14.5107860327678,3,5,5,5
28.3772936493333,3,6,5,5
1026.13262177657,3,7,5,5
761.334082109599,3,8,5,5
14.7271154077586,3,9,5,5
2.62354867432028,3,10,5,5
1507.69162766775,4,1,5,5
2578.15082968653,4,2,5,5
53.9117896380955,4,3,5,5
289.2632761681,4,4,5,5
76.861120339682,4,5,5,5
179.905672204415,4,6,5,5
1148.04718379448,4,7,5,5
172.239959993591,4,8,5,5
194.018319326944,4,9,5,5
2.58908373946274,4,10,5,5
971893.94705681,5,1,5,5
845533.388548336,5,2,5,5
66100.7335695144,5,3,5,5
132844.319235144,5,4,5,5
83594.8861246263,5,5,5,5
68810.2755483257,5,6,5,5
881802.540528349,5,7,5,5
723910.472656994,5,8,5,5
202751.546943776,5,9,5,5
115173.012481079,5,10,5,5
371.067648683987,1,1,5,6
727.373242144789,1,2,5,6
222.686500452804,1,3,5,6
7765.77713986696,1,4,5,6
6115.35003470859,1,5,5,6
122.12007583411,1,6,5,6
305.100965642093,1,7,5,6
145.294576683133,1,8,5,6
11.6221986385712,1,9,5,6
459.166489282659,1,10,5,6
0,2,1,5,6
0,2,2,5,6
195.78189465808,2,3,5,6
2324.8562639788,2,4,5,6
8041.45318613255,2,5,5,6
6.64650534063683e-05,2,6,5,6
0,2,7,5,6
0,2,8,5,6
0,2,9,5,6
0,2,10,5,6
0.0248566943722296,3,1,5,6
0.0837160742062234,3,2,5,6
0.0120176511053561,3,3,5,6
3.53092595194322,3,4,5,6
2.63557365241878,3,5,5,6
0.00763875757092356,3,6,5,6
0.145902211212014,3,7,5,6
0,3,8,5,6
0,3,9,5,6
0,3,10,5,6
1.02523241500926,4,1,5,6
8.36785510907644,4,2,5,6
0.646188716605715,4,3,5,6
18.0191311196586,4,4,5,6
6.6229533020332,4,5,5,6
0.461019573148108,4,6,5,6
0.385407933501297,4,7,5,6
0.0988561477397525,4,8,5,6
0.136448045862599,4,9,5,6
0,4,10,5,6
7214.38770130893,5,1,5,6
5469.49535541063,5,2,5,6
30255.49723979,5,3,5,6
79282.3601653649,5,4,5,6
28009.0157050897,5,5,5,6
25551.8604017301,5,6,5,6
596805.638702705,5,7,5,6
125833.994419869,5,8,5,6
24294.3368882445,5,9,5,6
314.386031896875,5,10,5,6
