1,1,1,1,1,1,2,1,20723326.801
1,1,1,1,2,1,2,2,97309000
1,1,1,1,3,1,2,3,643000
1,1,1,1,4,1,2,4,104850000
1,1,1,1,5,1,2,5,635000
1,1,1,1,6,1,2,6,79698500
1,1,1,1,7,1,2,7,96461000
1,1,1,1,8,1,2,8,38455814.516
1,1,1,1,9,1,2,9,38455814.516
1,1,1,1,10,1,2,10,6666000
1,1,1,1,11,1,2,11,82383500
1,1,1,1,12,1,2,12,23598870.968
1,1,1,1,13,1,2,13,1859000
1,1,1,1,13,1,2,14,3903500
1,1,1,1,13,1,2,15,27467500
1,1,1,1,13,1,2,16,4520000
1,1,1,1,14,1,2,17,14077500
1,1,1,1,15,1,2,18,8074129.032
1,1,1,1,16,1,2,19,10727000
1,1,1,1,16,1,2,20,2291500
1,1,1,1,17,1,2,21,738000
1,1,1,1,17,1,2,22,20497000
1,1,1,1,17,1,2,23,13072000
1,1,1,1,18,1,2,24,21512000
1,1,1,1,19,1,2,25,6762838.488
1,1,1,1,19,1,2,26,479500
1,1,1,1,20,1,2,27,23632730.151
1,1,1,1,21,1,2,28,34010458.749
1,1,1,1,22,1,2,29,2679746.115
1,1,1,1,23,1,2,30,5655120.389
1,1,1,1,24,1,2,31,3036211.437
1,1,1,1,25,1,2,32,2958663.905
1,1,1,1,26,1,2,33,45169987.943
1,1,1,1,27,1,2,34,10304302.669
1,1,1,1,28,1,2,35,4491205.137
1,1,1,1,29,1,2,36,167155739.438
1,1,1,1,30,1,2,37,81909302.146
1,1,1,1,7,1,2,38,4545282.723
1,1,1,1,8,1,2,38,784812.541
1,1,1,1,9,1,2,38,1189355.088
1,1,1,1,10,1,2,38,206164.948
1,1,1,1,11,1,2,38,2112397.436
1,1,1,1,12,1,2,38,605099.256
1,1,1,1,13,1,2,38,967948.718
1,1,1,1,14,1,2,38,360961.538
1,1,1,1,15,1,2,38,207028.95
1,1,1,1,16,1,2,38,333807.692
1,1,1,1,17,1,2,38,879666.667
1,1,1,1,18,1,2,38,551589.744
1,1,1,1,19,1,2,38,185700.987
1,1,1,1,20,1,2,39,5077051.838
