1,1,1,2,27,1,3,1,1507059.47
1,1,1,2,28,1,3,1,1061059.162
1,1,1,2,29,1,3,1,275786.215
1,1,1,2,30,1,3,1,392321.47
1,1,1,2,31,1,3,1,528398.395
1,1,1,2,32,1,3,1,394219.729
1,1,1,2,33,1,3,1,9573652.772
1,1,1,2,34,1,3,1,1108392.071
1,1,1,2,35,1,3,1,1648176.091
1,1,1,2,36,1,3,1,3135215.195
1,1,1,2,27,1,3,2,1076.445
1,1,1,2,28,1,3,2,3985.6
1,1,1,2,29,1,3,2,5009.306
1,1,1,2,30,1,3,2,1046.438
1,1,1,2,31,1,3,2,3011.53
1,1,1,2,32,1,3,2,4397.364
1,1,1,2,33,1,3,2,7254.004
1,1,1,2,34,1,3,2,56940.062
1,1,1,2,35,1,3,2,3291.726
1,1,1,2,36,1,3,2,1173.294
1,1,1,2,27,1,3,3,2914.785
1,1,1,2,28,1,3,3,11891.429
1,1,1,2,29,1,3,3,1353.318
1,1,1,2,30,1,3,3,4111.042
1,1,1,2,31,1,3,3,1453.955
1,1,1,2,32,1,3,3,79036.418
1,1,1,2,33,1,3,3,7372.316
1,1,1,2,34,1,3,3,51636.895
1,1,1,2,35,1,3,3,2083.076
1,1,1,2,36,1,3,3,274641.801
1,1,1,2,27,1,3,4,4008101.987
1,1,1,2,28,1,3,4,10707194.851
1,1,1,2,29,1,3,4,759353.639
1,1,1,2,30,1,3,4,1304087.295
1,1,1,2,31,1,3,4,684778.393
1,1,1,2,32,1,3,4,826456.048
1,1,1,2,33,1,3,4,9319626.085
1,1,1,2,34,1,3,4,2334970.414
1,1,1,2,35,1,3,4,639616.124
1,1,1,2,36,1,3,4,82116549.235
1,1,1,2,27,1,3,5,275205.213
1,1,1,2,28,1,3,5,390390.931
1,1,1,2,29,1,3,5,35973.329
1,1,1,2,30,1,3,5,94365.397
1,1,1,2,31,1,3,5,250223.581
1,1,1,2,32,1,3,5,39206.369
1,1,1,2,33,1,3,5,336345.073
1,1,1,2,34,1,3,5,255346.409
1,1,1,2,35,1,3,5,55266.294
1,1,1,2,36,1,3,5,278909.991
1,1,2,2,27,1,3,1,374209.842
1,1,2,2,28,1,3,1,170887.27
1,1,2,2,29,1,3,1,248973.79
1,1,2,2,30,1,3,1,50043.857
1,1,2,2,31,1,3,1,660999.679
1,1,2,2,32,1,3,1,221711.245
1,1,2,2,33,1,3,1,160825.738
1,1,2,2,34,1,3,1,323252.346
1,1,2,2,35,1,3,1,500988.663
1,1,2,2,36,1,3,1,5375.986
1,1,2,2,27,1,3,2,9.1
1,1,2,2,28,1,3,2,1064.16
1,1,2,2,29,1,3,2,2088.716
1,1,2,2,30,1,3,2,2.612
1,1,2,2,31,1,3,2,3294.049
1,1,2,2,32,1,3,2,2990.133
1,1,2,2,33,1,3,2,209.521
1,1,2,2,34,1,3,2,936.698
1,1,2,2,35,1,3,2,570.495
1,1,2,2,36,1,3,2,0.188
1,1,2,2,28,1,3,3,236.639
1,1,2,2,29,1,3,3,501.51
1,1,2,2,30,1,3,3,2.802
1,1,2,2,31,1,3,3,736.44
1,1,2,2,32,1,3,3,47677.399
1,1,2,2,33,1,3,3,125.361
1,1,2,2,34,1,3,3,6299.423
1,1,2,2,35,1,3,3,486.45
1,1,2,2,36,1,3,3,16266.354
1,1,2,2,27,1,3,4,590412.63
1,1,2,2,28,1,3,4,2198887.881
1,1,2,2,29,1,3,4,934205.198
1,1,2,2,30,1,3,4,123734.699
1,1,2,2,31,1,3,4,535048.023
1,1,2,2,32,1,3,4,411600.849
1,1,2,2,33,1,3,4,165379.822
1,1,2,2,34,1,3,4,1004143.019
1,1,2,2,35,1,3,4,108637.35
1,1,2,2,36,1,3,4,169534.739
1,1,2,2,27,1,3,5,39287.683
1,1,2,2,28,1,3,5,43426.048
1,1,2,2,29,1,3,5,27452.714
1,1,2,2,30,1,3,5,6850.115
1,1,2,2,31,1,3,5,82126.378
1,1,2,2,32,1,3,5,16338.35
1,1,2,2,33,1,3,5,4876.977
1,1,2,2,34,1,3,5,42244.997
1,1,2,2,35,1,3,5,7442.45
1,1,2,2,36,1,3,5,244.384
1,1,3,2,27,1,3,1,1745.032
1,1,3,2,28,1,3,1,1416.76
1,1,3,2,29,1,3,1,46.966
1,1,3,2,30,1,3,1,358.592
1,1,3,2,31,1,3,1,822.169
1,1,3,2,32,1,3,1,355.937
1,1,3,2,33,1,3,1,13773.864
1,1,3,2,34,1,3,1,4927.083
1,1,3,2,35,1,3,1,2715.811
1,1,3,2,36,1,3,1,85.881
1,1,3,2,27,1,3,2,0.275
1,1,3,2,28,1,3,2,3.824
1,1,3,2,29,1,3,2,0.065
1,1,3,2,30,1,3,2,0.184
1,1,3,2,31,1,3,2,0.838
1,1,3,2,32,1,3,2,2.787
1,1,3,2,33,1,3,2,8.513
1,1,3,2,34,1,3,2,28.49
1,1,3,2,35,1,3,2,1.21
1,1,3,2,36,1,3,2,0.017
1,1,3,2,27,1,3,3,2.302
1,1,3,2,28,1,3,3,2.076
1,1,3,2,29,1,3,3,0.019
1,1,3,2,30,1,3,3,0.964
1,1,3,2,31,1,3,3,0.234
1,1,3,2,32,1,3,3,64.225
1,1,3,2,33,1,3,3,3.528
1,1,3,2,34,1,3,3,99.437
1,1,3,2,35,1,3,3,1.863
1,1,3,2,36,1,3,3,158.098
1,1,3,2,27,1,3,4,2997.337
1,1,3,2,28,1,3,4,19063.855
1,1,3,2,29,1,3,4,234.461
1,1,3,2,30,1,3,4,887.005
1,1,3,2,31,1,3,4,524.962
1,1,3,2,32,1,3,4,610.679
1,1,3,2,33,1,3,4,12318.169
1,1,3,2,34,1,3,4,11820.003
1,1,3,2,35,1,3,4,547.86
1,1,3,2,36,1,3,4,2153.953
1,1,3,2,27,1,3,5,92.143
1,1,3,2,28,1,3,5,351.027
1,1,3,2,29,1,3,5,4.545
1,1,3,2,30,1,3,5,38.976
1,1,3,2,31,1,3,5,136.727
1,1,3,2,32,1,3,5,26.859
1,1,3,2,33,1,3,5,249.761
1,1,3,2,34,1,3,5,411.66
1,1,3,2,35,1,3,5,42.673
1,1,3,2,36,1,3,5,18.074
1,1,4,2,27,1,3,1,2158.065
1,1,4,2,28,1,3,1,3306.384
1,1,4,2,29,1,3,1,297.279
