20723326.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,104850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,635000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,79698500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,96461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545282.723,0
0,0,0,0,0,0,0,38455814.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784812.541,0
0,0,0,0,0,0,0,0,38455814.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189355.088,0
0,0,0,0,0,0,0,0,0,6666000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206164.948,0
0,0,0,0,0,0,0,0,0,0,82383500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112397.436,0
0,0,0,0,0,0,0,0,0,0,0,23598870.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605099.256,0
0,0,0,0,0,0,0,0,0,0,0,0,1859000,3903500,27467500,4520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967948.718,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14077500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360961.538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074129.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207028.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10727000,2291500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333807.692,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738000,20497000,13072000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879666.667,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21512000,0,0,0,0,0,0,0,0,0,0,0,0,0,551589.744,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6762838.488,479500,0,0,0,0,0,0,0,0,0,0,0,185700.987,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23632730.151,0,0,0,0,0,0,0,0,0,0,0,5077051.838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34010458.749,0,0,0,0,0,0,0,0,0,0,7282430.269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679746.115,0,0,0,0,0,0,0,0,0,175333.859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5655120.389,0,0,0,0,0,0,0,0,826242.249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036211.437,0,0,0,0,0,0,0,175333.859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958663.905,0,0,0,0,0,0,175333.859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45169987.943,0,0,0,0,0,4832552.947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10304302.669,0,0,0,0,1196096.851
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491205.137,0,0,0,752572.293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167155739.438,0,0,4236329.764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81909302.146,0,0
