"base","Quantity"
20,296233.618227278
21,416214.012839705
22,7239.31024526287
23,80032.8759104967
24,7239.31024526287
25,7239.31024526287
26,292468.943129971
27,18645.1932799417
28,39276.873095102
29,154109.172182386
