0,0,0,0,0,0,0,0,0,0
2851252.41484216,12214896.6528608,833647.430282524,0,833647.430282524,833647.430282524,4891210.9682243,1060309.49176943,0,38884423.7633992
182233.4710578,833067.296264226,303722.451762999,781000.590247712,303722.451762999,303722.451762999,0,0,0,1744234.65155322
0,0,0,0,0,0,0,0,0,0
279505.163840655,1277737.89184299,0,1197879.27360281,0,0,9858909.41547037,0,487863.558703688,2675263.71104627
488849.954185923,424318.224248179,0,793828.677864301,0,0,0,0,0,888416.282019624
36388491.7777142,40061005.6661294,1734242.66952941,0,1734242.66952941,1734242.66952941,428459.953648443,35562176.1528208,0,18729820.8309176
321460.141400262,6368929.05149269,529069.816054598,0,529069.816054598,529069.816054598,2129673.43677674,622829.023963008,0,17660216.5181769
0,0,0,0,0,0,0,0,0,7289411.06490166
0,413373.144956376,0,0,0,0,0,0,0,3720358.30460738
0,0,0,0,0,0,0,0,0,27711032.7646963
0,0,0,0,0,0,0,0,0,98171288.6555552
15303320.2853983,14938955.5166983,485819.691599946,0,485819.691599946,485819.691599946,6194201.06789931,364364.768699959,0,1457459.07479984
25906098.1628198,551193.577932335,1469849.54115289,0,1469849.54115289,1469849.54115289,5511935.77932335,551193.577932335,0,44646679.8125191
1129083.07589497,1129083.07589497,0,0,0,0,1129083.07589497,1129083.07589497,0,0
0,0,0,0,0,0,0,0,0,0
